citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,temperature,trait,statistic,SD,SE,extraction_note,nutrients_type,nutrients_concentration,water_volume_at_larva_stage,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Mahmood_1998,Culiseta,no,melanura,NA,Cmel,unambigious,26,NA,NA,Table 2,32,25.3,mean,NA,NA,Took sum of days in stadiums since the age at molting value for this temperature makes no sense.,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Olejnicek_2000,Culex,yes,pipiens ,molestus,Cmol,unambigious,27,strain,Cuba,Table 1,15,37.6,mean,NA,2.69,"Average of male and female. SE seems large, maybe it is SD",NA,NA,NA,NA,NA,lab,NA,over 5yr,NA,NA,
Olejnicek_2000,Culex,yes,pipiens ,molestus,Cmol,unambigious,27,strain,Cuba,Table 1,22,16.57,mean,NA,1.99,"Average of male and female. SE seems large, maybe it is SD",NA,NA,NA,NA,NA,lab,NA,over 5yr,NA,NA,
Olejnicek_2000,Culex,yes,pipiens ,molestus,Cmol,unambigious,27,strain,Cuba,Table 1,30,12.16,mean,NA,1.35,"Average of male and female. SE seems large, maybe it is SD",NA,NA,NA,NA,NA,lab,NA,over 5yr,NA,NA,
Olejnicek_2000,Culex,yes,pipiens ,molestus,Cmol,unambigious,28,strain,Mosul,Table 2,15,43.18,mean,NA,5.65,"Average of male and female. SE seems large, maybe it is SD",NA,NA,NA,NA,NA,lab,NA,over 5yr,NA,NA,
Olejnicek_2000,Culex,yes,pipiens ,molestus,Cmol,unambigious,28,strain,Mosul,Table 2,22,21.79,mean,NA,2.19,"Average of male and female. SE seems large, maybe it is SD",NA,NA,NA,NA,NA,lab,NA,over 5yr,NA,NA,
Olejnicek_2000,Culex,yes,pipiens ,molestus,Cmol,unambigious,28,strain,Mosul,Table 2,30,12.5,mean,NA,0.99,"Average of male and female. SE seems large, maybe it is SD",NA,NA,NA,NA,NA,lab,NA,over 5yr,NA,NA,
Shelton_1973,Culiseta,no,inornata,NA,Cino,unambigious,29,species,Cino,Figure 1,15,19,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culiseta,no,inornata,NA,Cino,unambigious,29,species,Cino,Figure 1,20,13.9,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culiseta,no,inornata,NA,Cino,unambigious,29,species,Cino,Figure 1,23,13.7,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culiseta,no,inornata,NA,Cino,unambigious,29,species,Cino,Figure 1,26,11.1,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,30,species,Cres,Figure 2,12,25.3,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,30,species,Cres,Figure 2,15,13,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,30,species,Cres,Figure 2,20,10.2,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,30,species,Cres,Figure 2,23,9,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,30,species,Cres,Figure 2,26,6.7,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,restuans,NA,Cres,unambigious,30,species,Cres,Figure 2,29,6.4,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,12,16.75,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,15,11.49,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,20,7.96,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,23,7.97,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,26,7.47,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,29,6.45,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,31,species,Cqui,Figure 3,32,6.97,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,32,species,Csal,Figure 4,12,36,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,32,species,Csal,Figure 4,15,27.4,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,32,species,Csal,Figure 4,20,13.4,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,32,species,Csal,Figure 4,23,11.3,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,32,species,Csal,Figure 4,26,12.8,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Culex,no,salinarius,NA,Csal,unambigious,32,species,Csal,Figure 4,29,9.2,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,15,19.4,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,20,12.1,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,23,7.7,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,26,6.1,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,29,5.3,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,32,4.9,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,sollicitans,NA,Asol,unambigious,33,species,Asol,Figure 7,35,4.9,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,34,species,Atri,Figure 8,15,21.6,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,34,species,Atri,Figure 8,20,13.8,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,34,species,Atri,Figure 8,23,11,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,34,species,Atri,Figure 8,26,10.8,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,34,species,Atri,Figure 8,29,11,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Shelton_1973,Aedes,no,triseriatus,NA,Atri,unambigious,34,species,Atri,Figure 8,32,10,mean,NA,NA,,finely ground rabbit chow,unclear,500ml per 20 larvae,NA,NA,unclear,NA,NA,NA,eggs hatched at 27+-3 Degrees,
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus since collected in India,35,strain,Kotta,Table 1,25,21.72,mean,NA,0.277,,fish food,unclear,100ml per 30 larvae,NA,NA,field,"collected in 1999 from the field as egg rafts from a filariasis endemic area of India where it had been constantly exposed to insecticides such as organophosphates, pyrethroids and carbamates.",NA,NA,bred under laboratory conditions forjust one generation prior to the experimentation. Eggs  were hatched at 25°C and 85% relative humidity in plastic rearing trays (35 cm x 24 cm x 5 cm) con­ taining 1.5 L of tap water.,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus since collected in India,35,strain,Kotta,Table 1,30,18.33,mean,NA,0.191,,fish food,unclear,100ml per 30 larvae,NA,NA,field,"collected in 1999 from the field as egg rafts from a filariasis endemic area of India where it had been constantly exposed to insecticides such as organophosphates, pyrethroids and carbamates.",NA,NA,bred under laboratory conditions forjust one generation prior to the experimentation. Eggs  were hatched at 25°C and 85% relative humidity in plastic rearing trays (35 cm x 24 cm x 5 cm) con­ taining 1.5 L of tap water.,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus since collected in India,35,strain,Kotta,Table 1,37,16.23,mean,NA,0.422,,fish food,unclear,100ml per 30 larvae,NA,NA,field,"collected in 1999 from the field as egg rafts from a filariasis endemic area of India where it had been constantly exposed to insecticides such as organophosphates, pyrethroids and carbamates.",NA,NA,bred under laboratory conditions forjust one generation prior to the experimentation. Eggs  were hatched at 25°C and 85% relative humidity in plastic rearing trays (35 cm x 24 cm x 5 cm) con­ taining 1.5 L of tap water.,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus due to strain name and references,36,strain,Temix,Table 1,25,19.34,mean,NA,0.644,,fish food,unclear,100ml per 30 larvae,NA,NA,lab,NA,unclear,OP resistant laboratory strain that was obtained by crossing S-LAB with TEM-R;,Eggs  were hatched at 25°C and 85% relative humidity in plastic rearing trays (35 cm x 24 cm x 5 cm) con­ taining 1.5 L of tap water.,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus due to strain name and references,36,strain,Temix,Table 1,30,14.55,mean,NA,0.653,,fish food,unclear,100ml per 30 larvae,NA,NA,lab,NA,unclear,OP resistant laboratory strain that was obtained by crossing S-LAB with TEM-R;,Eggs  were hatched at 25°C and 85% relative humidity in plastic rearing trays (35 cm x 24 cm x 5 cm) con­ taining 1.5 L of tap water.,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus due to strain name and references,36,strain,Temix,Table 1,37,14.22,mean,NA,0.361,,fish food,unclear,100ml per 30 larvae,NA,NA,lab,NA,unclear,OP resistant laboratory strain that was obtained by crossing S-LAB with TEM-R;,Eggs  were hatched at 25°C and 85% relative humidity in plastic rearing trays (35 cm x 24 cm x 5 cm) con­ taining 1.5 L of tap water.,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus due to strain name and references,37,strain,S-lab,Table 1,25,20.06,mean,NA,0.16,,fish food,unclear,100ml per 30 larvae,NA,NA,lab,NA,unclear,S-LAB is the standard laboratory insecticide susceptible strain that has been reared continually in the laboratory without exposure to insecticides,,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus due to strain name and references,37,strain,S-lab,Table 1,30,16.5,mean,NA,0.204,,fish food,unclear,100ml per 30 larvae,NA,NA,lab,NA,unclear,S-LAB is the standard laboratory insecticide susceptible strain that has been reared continually in the laboratory without exposure to insecticides,,Measured from 2nd instar
Mpho_2002_EurJEnt,Culex,yes,not specified,not specified,Cqui,likely quinquefasciatus due to strain name and references,37,strain,S-lab,Table 1,37,12.67,mean,NA,0.167,,fish food,unclear,100ml per 30 larvae,NA,NA,lab,NA,unclear,S-LAB is the standard laboratory insecticide susceptible strain that has been reared continually in the laboratory without exposure to insecticides,,Measured from 2nd instar
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,38,species,Cpip,Table 1,10,64,unclear ,NA,3.8,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,38,species,Cpip,Table 1,15,48,unclear ,NA,1.94,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,38,species,Cpip,Table 1,20,26,unclear ,NA,1.45,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,38,species,Cpip,Table 1,25,14,unclear ,NA,0.72,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,38,species,Cpip,Table 1,30,12,unclear ,NA,0.24,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,39,species,Cqui,Table 1,10,60,unclear ,NA,3.1,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,39,species,Cqui,Table 1,15,41,unclear ,NA,0.97,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,39,species,Cqui,Table 1,20,22,unclear ,NA,0.48,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,39,species,Cqui,Table 1,25,13,unclear ,NA,0.43,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,39,species,Cqui,Table 1,30,11,unclear ,NA,0.46,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,39,species,Cqui,Table 1,35,8,unclear ,NA,0.48,mean of replicate medians,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,28.66,9.75,mean,0.09,NA,accepted small fluctuations of temperature in this setting,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,30,7.98,mean,0.14,NA,,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,32,7.62,mean,0.19,NA,,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,34,6.43,mean,0.11,NA,,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,41,NA,NA,Figure 4B,20,13.66,median,NA,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,41,NA,NA,Figure 4B,25,6.12,median,NA,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,41,NA,NA,Figure 4B,30,6.09,median,NA,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,42,population,Albany,Figure 2C,22,10.39,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,42,population,Albany,Figure 2C,25,8.67,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,42,population,Albany,Figure 2C,28,8.56,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,38.7-47% molestus introgression,43,population,Suffolk,Figure 2C,22,13.27,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Yaphank, NY in 2020 (40.82987 N,72.91851 W)",F3,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,38.7-47% molestus introgression,43,population,Suffolk,Figure 2C,25,11.47,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Yaphank, NY in 2020 (40.82987 N,72.91851 W)",F3,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,38.7-47% molestus introgression,43,population,Suffolk,Figure 2C,28,8.98,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Yaphank, NY in 2020 (40.82987 N,72.91851 W)",F3,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",